,age_bracket,Gender,Legislative,Party,Count,voted_2024,voted_2020,voted_2016
0,18-24,Female,36,DEM,454,274,151,0
1,18-24,Female,36,OTH,33,14,5,0
2,18-24,Female,36,REP,576,360,159,0
3,18-24,Female,36,UNA,568,227,87,0
4,18-24,Female,01A,DEM,308,202,73,0
5,18-24,Female,01A,OTH,43,17,8,0
6,18-24,Female,01A,REP,769,431,178,0
7,18-24,Female,01A,UNA,421,178,53,0
8,18-24,Female,01B,DEM,419,254,100,0
9,18-24,Female,01B,OTH,49,25,2,0
10,18-24,Female,01B,REP,544,321,137,0
11,18-24,Female,01B,UNA,558,226,67,0
12,18-24,Female,01C,DEM,350,197,77,0
13,18-24,Female,01C,OTH,52,19,6,0
14,18-24,Female,01C,REP,648,419,129,0
15,18-24,Female,01C,UNA,567,238,81,0
16,18-24,Female,02A,DEM,1112,678,286,0
17,18-24,Female,02A,OTH,87,41,15,0
18,18-24,Female,02A,REP,1072,668,272,0
19,18-24,Female,02A,UNA,1329,595,183,0
20,18-24,Female,02B,DEM,691,344,161,0
21,18-24,Female,02B,OTH,61,20,4,0
22,18-24,Female,02B,REP,223,98,30,0
23,18-24,Female,02B,UNA,676,214,75,0
24,18-24,Female,03,DEM,2779,1701,747,0
25,18-24,Female,03,OTH,141,61,18,0
26,18-24,Female,03,REP,581,333,139,0
27,18-24,Female,03,UNA,2050,912,328,0
28,18-24,Female,04,DEM,2216,1412,591,0
29,18-24,Female,04,OTH,126,48,14,0
30,18-24,Female,04,REP,1614,1015,401,0
31,18-24,Female,04,UNA,2341,1077,386,1
32,18-24,Female,05,DEM,1807,1189,555,0
33,18-24,Female,05,OTH,99,39,23,0
34,18-24,Female,05,REP,1839,1197,492,0
35,18-24,Female,05,UNA,2123,1009,354,0
36,18-24,Female,06,DEM,1921,1049,452,0
37,18-24,Female,06,OTH,182,57,17,0
38,18-24,Female,06,REP,729,451,144,0
39,18-24,Female,06,UNA,1704,622,201,0
40,18-24,Female,07A,DEM,1408,907,389,0
41,18-24,Female,07A,OTH,72,26,8,0
42,18-24,Female,07A,REP,701,447,173,0
43,18-24,Female,07A,UNA,1128,535,165,0
44,18-24,Female,07B,DEM,547,319,146,0
45,18-24,Female,07B,OTH,46,16,7,0
46,18-24,Female,07B,REP,578,370,131,0
47,18-24,Female,07B,UNA,682,320,106,0
48,18-24,Female,08,DEM,2801,1726,722,1
49,18-24,Female,08,OTH,135,47,12,0
50,18-24,Female,08,REP,487,304,115,1
51,18-24,Female,08,UNA,1434,620,219,0
52,18-24,Female,09A,DEM,2280,1448,663,0
53,18-24,Female,09A,OTH,66,24,10,0
54,18-24,Female,09A,REP,780,472,217,0
55,18-24,Female,09A,UNA,1790,795,318,0
56,18-24,Female,09B,DEM,1133,735,333,0
57,18-24,Female,09B,OTH,26,12,5,0
58,18-24,Female,09B,REP,156,94,42,0
59,18-24,Female,09B,UNA,684,330,120,0
60,18-24,Female,10,DEM,3418,2165,937,0
61,18-24,Female,10,OTH,130,43,17,0
62,18-24,Female,10,REP,344,197,84,0
63,18-24,Female,10,UNA,1244,596,225,0
64,18-24,Female,11A,DEM,1119,722,312,0
65,18-24,Female,11A,OTH,35,10,7,0
66,18-24,Female,11A,REP,119,70,33,0
67,18-24,Female,11A,UNA,434,206,73,0
68,18-24,Female,11B,DEM,1907,1215,509,0
69,18-24,Female,11B,OTH,55,29,11,0
70,18-24,Female,11B,REP,615,351,141,0
71,18-24,Female,11B,UNA,956,428,145,0
72,18-24,Female,12A,DEM,2099,1377,644,0
73,18-24,Female,12A,OTH,81,34,13,0
74,18-24,Female,12A,REP,305,183,76,0
75,18-24,Female,12A,UNA,1209,592,215,0
76,18-24,Female,12B,DEM,748,427,205,0
77,18-24,Female,12B,OTH,59,24,3,0
78,18-24,Female,12B,REP,216,137,54,0
79,18-24,Female,12B,UNA,514,208,62,0
80,18-24,Female,13,DEM,3342,2187,936,0
81,18-24,Female,13,OTH,121,51,13,0
82,18-24,Female,13,REP,372,216,81,0
83,18-24,Female,13,UNA,1802,872,309,0
84,18-24,Female,14,DEM,3290,2185,1003,0
85,18-24,Female,14,OTH,140,59,19,0
86,18-24,Female,14,REP,561,354,168,0
87,18-24,Female,14,UNA,1936,951,355,0
88,18-24,Female,15,DEM,3792,2263,1106,2
89,18-24,Female,15,OTH,99,39,16,0
90,18-24,Female,15,REP,476,259,120,0
91,18-24,Female,15,UNA,2299,952,398,0
92,18-24,Female,16,DEM,3773,2260,941,1
93,18-24,Female,16,OTH,61,28,11,0
94,18-24,Female,16,REP,433,251,97,0
95,18-24,Female,16,UNA,1568,622,230,0
96,18-24,Female,17,DEM,2719,1677,793,0
97,18-24,Female,17,OTH,84,41,16,0
98,18-24,Female,17,REP,288,163,69,0
99,18-24,Female,17,UNA,1488,657,236,0
100,18-24,Female,18,DEM,3278,1985,896,1
101,18-24,Female,18,OTH,100,41,22,0
102,18-24,Female,18,REP,310,177,73,0
103,18-24,Female,18,UNA,1345,628,185,0
104,18-24,Female,19,DEM,2739,1742,818,0
105,18-24,Female,19,OTH,107,36,11,0
106,18-24,Female,19,REP,352,201,90,0
107,18-24,Female,19,UNA,1503,729,245,0
108,18-24,Female,20,DEM,2936,1864,778,0
109,18-24,Female,20,OTH,82,28,8,0
110,18-24,Female,20,REP,142,73,22,0
111,18-24,Female,20,UNA,1092,509,155,0
112,18-24,Female,21,DEM,2925,1953,717,0
113,18-24,Female,21,OTH,111,55,13,0
114,18-24,Female,21,REP,284,186,53,0
115,18-24,Female,21,UNA,1422,683,231,0
116,18-24,Female,22,DEM,2923,1728,766,0
117,18-24,Female,22,OTH,131,43,10,0
118,18-24,Female,22,REP,166,93,18,0
119,18-24,Female,22,UNA,1266,513,144,0
120,18-24,Female,23,DEM,4163,2739,1178,1
121,18-24,Female,23,OTH,118,48,19,0
122,18-24,Female,23,REP,220,130,51,0
123,18-24,Female,23,UNA,1454,696,272,0
124,18-24,Female,24,DEM,3820,2324,1046,0
125,18-24,Female,24,OTH,163,64,16,0
126,18-24,Female,24,REP,139,58,21,0
127,18-24,Female,24,UNA,1297,540,164,0
128,18-24,Female,25,DEM,3652,2163,1033,0
129,18-24,Female,25,OTH,114,39,10,0
130,18-24,Female,25,REP,91,36,16,0
131,18-24,Female,25,UNA,1172,499,171,0
132,18-24,Female,26,DEM,3174,1855,909,0
133,18-24,Female,26,OTH,98,29,11,0
134,18-24,Female,26,REP,123,49,19,0
135,18-24,Female,26,UNA,1036,396,135,0
136,18-24,Female,27A,DEM,1312,760,364,0
137,18-24,Female,27A,OTH,37,16,3,0
138,18-24,Female,27A,REP,127,72,30,0
139,18-24,Female,27A,UNA,505,223,80,0
140,18-24,Female,27B,DEM,1107,707,337,0
141,18-24,Female,27B,OTH,33,7,6,0
142,18-24,Female,27B,REP,329,208,80,1
143,18-24,Female,27B,UNA,683,294,98,0
144,18-24,Female,27C,DEM,718,459,217,0
145,18-24,Female,27C,OTH,54,16,11,0
146,18-24,Female,27C,REP,642,412,144,0
147,18-24,Female,27C,UNA,746,360,131,0
148,18-24,Female,28,DEM,4034,2508,1098,1
149,18-24,Female,28,OTH,107,44,14,0
150,18-24,Female,28,REP,684,421,178,0
151,18-24,Female,28,UNA,1862,854,280,0
152,18-24,Female,29A,DEM,469,286,146,0
153,18-24,Female,29A,OTH,39,18,3,0
154,18-24,Female,29A,REP,769,505,187,0
155,18-24,Female,29A,UNA,661,324,111,0
156,18-24,Female,29B,DEM,782,457,216,0
157,18-24,Female,29B,OTH,49,19,9,0
158,18-24,Female,29B,REP,303,174,69,0
159,18-24,Female,29B,UNA,633,247,90,0
160,18-24,Female,29C,DEM,619,385,182,0
161,18-24,Female,29C,OTH,66,19,10,0
162,18-24,Female,29C,REP,593,391,139,0
163,18-24,Female,29C,UNA,739,325,127,0
164,18-24,Female,30A,DEM,1508,968,428,0
165,18-24,Female,30A,OTH,83,32,9,0
166,18-24,Female,30A,REP,502,273,131,0
167,18-24,Female,30A,UNA,992,430,191,0
168,18-24,Female,30B,DEM,604,398,167,0
169,18-24,Female,30B,OTH,54,19,5,0
170,18-24,Female,30B,REP,454,277,128,0
171,18-24,Female,30B,UNA,691,309,98,0
172,18-24,Female,31,DEM,2019,1324,555,0
173,18-24,Female,31,OTH,145,61,11,0
174,18-24,Female,31,REP,1311,830,352,0
175,18-24,Female,31,UNA,2095,935,323,0
176,18-24,Female,32,DEM,2491,1574,710,0
177,18-24,Female,32,OTH,136,61,24,0
178,18-24,Female,32,REP,519,315,117,0
179,18-24,Female,32,UNA,1673,747,247,0
180,18-24,Female,33A,DEM,952,599,243,0
181,18-24,Female,33A,OTH,48,19,4,0
182,18-24,Female,33A,REP,221,122,54,0
183,18-24,Female,33A,UNA,681,333,94,0
184,18-24,Female,33B,DEM,827,512,217,0
185,18-24,Female,33B,OTH,37,9,6,0
186,18-24,Female,33B,REP,476,273,118,0
187,18-24,Female,33B,UNA,825,387,137,0
188,18-24,Female,33C,DEM,948,591,283,0
189,18-24,Female,33C,OTH,42,15,8,0
190,18-24,Female,33C,REP,413,245,115,0
191,18-24,Female,33C,UNA,808,374,111,0
192,18-24,Female,34A,DEM,1755,1050,472,0
193,18-24,Female,34A,OTH,118,29,14,0
194,18-24,Female,34A,REP,478,266,108,0
195,18-24,Female,34A,UNA,1273,533,162,0
196,18-24,Female,34B,DEM,696,453,217,0
197,18-24,Female,34B,OTH,45,21,9,0
198,18-24,Female,34B,REP,478,284,122,0
199,18-24,Female,34B,UNA,712,330,131,0
200,18-24,Female,35A,DEM,1075,722,324,0
201,18-24,Female,35A,OTH,75,31,7,0
202,18-24,Female,35A,REP,1465,929,367,0
203,18-24,Female,35A,UNA,1496,693,252,0
204,18-24,Female,35B,DEM,458,257,105,0
205,18-24,Female,35B,OTH,48,18,7,0
206,18-24,Female,35B,REP,768,481,185,0
207,18-24,Female,35B,UNA,735,296,105,0
208,18-24,Female,36,DEM,1152,652,285,0
209,18-24,Female,36,OTH,115,45,11,0
210,18-24,Female,36,REP,1296,793,300,0
211,18-24,Female,36,UNA,1397,556,178,0
212,18-24,Female,37A,DEM,787,356,139,0
213,18-24,Female,37A,OTH,81,21,5,0
214,18-24,Female,37A,REP,274,140,55,0
215,18-24,Female,37A,UNA,595,194,65,0
216,18-24,Female,37B,DEM,1072,629,283,0
217,18-24,Female,37B,OTH,98,28,9,0
218,18-24,Female,37B,REP,1138,692,279,0
219,18-24,Female,37B,UNA,1207,490,186,0
220,18-24,Female,38A,DEM,604,292,147,0
221,18-24,Female,38A,OTH,44,18,9,0
222,18-24,Female,38A,REP,520,309,121,0
223,18-24,Female,38A,UNA,559,234,63,0
224,18-24,Female,38B,DEM,781,475,181,0
225,18-24,Female,38B,OTH,61,20,7,0
226,18-24,Female,38B,REP,344,199,79,0
227,18-24,Female,38B,UNA,650,273,92,0
228,18-24,Female,38C,DEM,391,227,124,0
229,18-24,Female,38C,OTH,38,13,3,0
230,18-24,Female,38C,REP,567,323,133,0
231,18-24,Female,38C,UNA,571,264,98,0
232,18-24,Female,39,DEM,3116,1970,903,1
233,18-24,Female,39,OTH,147,49,10,0
234,18-24,Female,39,REP,290,155,62,0
235,18-24,Female,39,UNA,1860,855,319,0
236,18-24,Female,40,DEM,2529,1300,492,0
237,18-24,Female,40,OTH,147,42,8,0
238,18-24,Female,40,REP,133,46,15,0
239,18-24,Female,40,UNA,911,321,100,0
240,18-24,Female,41,DEM,3134,1747,797,0
241,18-24,Female,41,OTH,116,43,8,0
242,18-24,Female,41,REP,270,138,40,0
243,18-24,Female,41,UNA,918,364,120,0
244,18-24,Female,42A,DEM,724,462,227,0
245,18-24,Female,42A,OTH,30,14,4,0
246,18-24,Female,42A,REP,591,358,165,0
247,18-24,Female,42A,UNA,668,287,113,0
248,18-24,Female,42B,DEM,846,546,221,0
249,18-24,Female,42B,OTH,27,9,6,0
250,18-24,Female,42B,REP,231,127,62,0
251,18-24,Female,42B,UNA,494,224,88,0
252,18-24,Female,42C,DEM,504,332,164,0
253,18-24,Female,42C,OTH,32,19,3,0
254,18-24,Female,42C,REP,657,432,196,0
255,18-24,Female,42C,UNA,587,286,101,0
256,18-24,Female,43A,DEM,2280,1417,434,0
257,18-24,Female,43A,OTH,77,35,5,0
258,18-24,Female,43A,REP,73,26,5,0
259,18-24,Female,43A,UNA,609,305,75,0
260,18-24,Female,43B,DEM,1168,777,299,0
261,18-24,Female,43B,OTH,27,12,10,0
262,18-24,Female,43B,REP,129,64,34,0
263,18-24,Female,43B,UNA,447,240,77,0
264,18-24,Female,44A,DEM,690,405,178,0
265,18-24,Female,44A,OTH,66,20,7,0
266,18-24,Female,44A,REP,151,93,31,0
267,18-24,Female,44A,UNA,462,189,60,0
268,18-24,Female,44B,DEM,1981,1252,522,0
269,18-24,Female,44B,OTH,106,38,16,0
270,18-24,Female,44B,REP,218,143,53,0
271,18-24,Female,44B,UNA,822,383,123,0
272,18-24,Female,45,DEM,3122,1701,656,2
273,18-24,Female,45,OTH,124,35,13,0
274,18-24,Female,45,REP,145,61,19,0
275,18-24,Female,45,UNA,966,370,103,0
276,18-24,Female,46,DEM,1715,1036,404,0
277,18-24,Female,46,OTH,95,26,8,0
278,18-24,Female,46,REP,177,90,34,0
279,18-24,Female,46,UNA,755,319,94,0
280,18-24,Female,47A,DEM,1640,930,424,0
281,18-24,Female,47A,OTH,90,25,9,0
282,18-24,Female,47A,REP,93,42,10,0
283,18-24,Female,47A,UNA,743,281,94,0
284,18-24,Female,47B,DEM,689,394,156,0
285,18-24,Female,47B,OTH,37,10,0,0
286,18-24,Female,47B,REP,53,21,5,0
287,18-24,Female,47B,UNA,299,123,30,0
288,18-24,Male,36,DEM,259,133,74,0
289,18-24,Male,36,OTH,38,13,2,0
290,18-24,Male,36,REP,883,501,211,0
291,18-24,Male,36,UNA,546,205,86,0
292,18-24,Male,01A,DEM,155,91,48,0
293,18-24,Male,01A,OTH,29,7,6,0
294,18-24,Male,01A,REP,1074,581,226,0
295,18-24,Male,01A,UNA,425,151,51,0
296,18-24,Male,01B,DEM,260,120,63,0
297,18-24,Male,01B,OTH,46,11,7,0
298,18-24,Male,01B,REP,846,429,163,0
299,18-24,Male,01B,UNA,551,172,56,0
300,18-24,Male,01C,DEM,244,120,52,0
301,18-24,Male,01C,OTH,45,14,5,0
302,18-24,Male,01C,REP,964,537,208,0
303,18-24,Male,01C,UNA,543,196,58,0
304,18-24,Male,02A,DEM,673,337,154,0
305,18-24,Male,02A,OTH,77,41,7,0
306,18-24,Male,02A,REP,1632,896,373,0
307,18-24,Male,02A,UNA,1341,465,169,0
308,18-24,Male,02B,DEM,480,183,81,0
309,18-24,Male,02B,OTH,54,15,7,0
310,18-24,Male,02B,REP,380,166,65,0
311,18-24,Male,02B,UNA,648,161,59,0
312,18-24,Male,03,DEM,1900,973,458,0
313,18-24,Male,03,OTH,164,54,20,0
314,18-24,Male,03,REP,1098,549,201,0
315,18-24,Male,03,UNA,2323,838,329,0
316,18-24,Male,04,DEM,1396,765,374,0
317,18-24,Male,04,OTH,143,54,27,0
318,18-24,Male,04,REP,2554,1472,629,1
319,18-24,Male,04,UNA,2635,1021,396,0
320,18-24,Male,05,DEM,1012,585,300,0
321,18-24,Male,05,OTH,144,68,34,0
322,18-24,Male,05,REP,2854,1681,739,0
323,18-24,Male,05,UNA,2149,859,370,0
324,18-24,Male,06,DEM,1283,507,223,0
325,18-24,Male,06,OTH,147,42,16,0
326,18-24,Male,06,REP,1231,678,240,0
327,18-24,Male,06,UNA,1808,536,166,0
328,18-24,Male,07A,DEM,883,473,211,0
329,18-24,Male,07A,OTH,84,28,13,0
330,18-24,Male,07A,REP,1107,631,262,0
331,18-24,Male,07A,UNA,1185,485,165,0
332,18-24,Male,07B,DEM,331,178,93,0
333,18-24,Male,07B,OTH,46,26,9,0
334,18-24,Male,07B,REP,953,537,251,0
335,18-24,Male,07B,UNA,709,310,96,0
336,18-24,Male,08,DEM,2000,910,421,0
337,18-24,Male,08,OTH,132,39,11,0
338,18-24,Male,08,REP,817,435,175,0
339,18-24,Male,08,UNA,1621,564,185,0
340,18-24,Male,09A,DEM,1485,804,392,0
341,18-24,Male,09A,OTH,98,41,16,0
342,18-24,Male,09A,REP,1313,720,362,0
343,18-24,Male,09A,UNA,2210,864,329,0
344,18-24,Male,09B,DEM,814,457,224,0
345,18-24,Male,09B,OTH,36,14,4,0
346,18-24,Male,09B,REP,353,200,83,0
347,18-24,Male,09B,UNA,865,340,145,0
348,18-24,Male,10,DEM,2572,1318,710,0
349,18-24,Male,10,OTH,116,28,14,0
350,18-24,Male,10,REP,646,326,140,0
351,18-24,Male,10,UNA,1589,619,242,0
352,18-24,Male,11A,DEM,795,407,212,1
353,18-24,Male,11A,OTH,29,8,4,0
354,18-24,Male,11A,REP,201,88,43,0
355,18-24,Male,11A,UNA,446,183,75,0
356,18-24,Male,11B,DEM,1404,744,359,0
357,18-24,Male,11B,OTH,51,15,8,0
358,18-24,Male,11B,REP,984,512,211,0
359,18-24,Male,11B,UNA,1114,411,163,0
360,18-24,Male,12A,DEM,1582,874,412,0
361,18-24,Male,12A,OTH,83,39,13,0
362,18-24,Male,12A,REP,666,393,176,0
363,18-24,Male,12A,UNA,1517,647,226,0
364,18-24,Male,12B,DEM,523,219,114,0
365,18-24,Male,12B,OTH,56,14,2,0
366,18-24,Male,12B,REP,324,154,70,0
367,18-24,Male,12B,UNA,635,189,66,0
368,18-24,Male,13,DEM,2540,1374,642,0
369,18-24,Male,13,OTH,139,52,19,0
370,18-24,Male,13,REP,780,443,194,0
371,18-24,Male,13,UNA,2318,935,369,0
372,18-24,Male,14,DEM,2442,1298,660,0
373,18-24,Male,14,OTH,142,54,26,0
374,18-24,Male,14,REP,1035,561,254,0
375,18-24,Male,14,UNA,2338,914,360,0
376,18-24,Male,15,DEM,2639,1333,713,0
377,18-24,Male,15,OTH,118,44,24,0
378,18-24,Male,15,REP,1062,510,245,0
379,18-24,Male,15,UNA,3033,1120,504,1
380,18-24,Male,16,DEM,2761,1398,663,1
381,18-24,Male,16,OTH,68,23,12,0
382,18-24,Male,16,REP,876,412,181,0
383,18-24,Male,16,UNA,2258,809,347,0
384,18-24,Male,17,DEM,1997,1023,514,0
385,18-24,Male,17,OTH,100,28,10,0
386,18-24,Male,17,REP,593,278,126,0
387,18-24,Male,17,UNA,1867,714,282,0
388,18-24,Male,18,DEM,2419,1223,569,0
389,18-24,Male,18,OTH,111,29,14,1
390,18-24,Male,18,REP,679,349,139,0
391,18-24,Male,18,UNA,1846,694,233,0
392,18-24,Male,19,DEM,1933,1026,494,0
393,18-24,Male,19,OTH,115,38,14,0
394,18-24,Male,19,REP,690,372,156,0
395,18-24,Male,19,UNA,1950,760,326,0
396,18-24,Male,20,DEM,2278,1168,516,0
397,18-24,Male,20,OTH,105,33,12,0
398,18-24,Male,20,REP,358,185,76,0
399,18-24,Male,20,UNA,1547,592,226,0
400,18-24,Male,21,DEM,2168,1146,527,0
401,18-24,Male,21,OTH,109,31,12,0
402,18-24,Male,21,REP,644,330,127,0
403,18-24,Male,21,UNA,1759,662,234,0
404,18-24,Male,22,DEM,2350,1077,570,2
405,18-24,Male,22,OTH,156,37,8,0
406,18-24,Male,22,REP,373,144,53,0
407,18-24,Male,22,UNA,1627,491,189,2
408,18-24,Male,23,DEM,3596,1927,1023,1
409,18-24,Male,23,OTH,126,48,15,0
410,18-24,Male,23,REP,441,199,88,0
411,18-24,Male,23,UNA,1903,668,290,1
412,18-24,Male,24,DEM,3180,1455,776,1
413,18-24,Male,24,OTH,143,35,9,0
414,18-24,Male,24,REP,261,119,43,0
415,18-24,Male,24,UNA,1577,521,179,1
416,18-24,Male,25,DEM,3152,1467,815,2
417,18-24,Male,25,OTH,139,36,16,0
418,18-24,Male,25,REP,235,105,44,0
419,18-24,Male,25,UNA,1429,452,179,1
420,18-24,Male,26,DEM,2631,1199,674,0
421,18-24,Male,26,OTH,119,37,12,0
422,18-24,Male,26,REP,230,75,35,0
423,18-24,Male,26,UNA,1295,421,172,2
424,18-24,Male,27A,DEM,1215,552,312,0
425,18-24,Male,27A,OTH,32,11,7,0
426,18-24,Male,27A,REP,175,89,41,0
427,18-24,Male,27A,UNA,629,196,71,1
428,18-24,Male,27B,DEM,760,388,207,0
429,18-24,Male,27B,OTH,38,12,2,0
430,18-24,Male,27B,REP,529,304,118,0
431,18-24,Male,27B,UNA,780,288,102,0
432,18-24,Male,27C,DEM,458,266,124,0
433,18-24,Male,27C,OTH,50,26,7,0
434,18-24,Male,27C,REP,1001,576,242,1
435,18-24,Male,27C,UNA,751,299,110,0
436,18-24,Male,28,DEM,3261,1653,899,2
437,18-24,Male,28,OTH,127,50,18,0
438,18-24,Male,28,REP,1054,564,230,0
439,18-24,Male,28,UNA,2244,848,319,1
440,18-24,Male,29A,DEM,313,157,78,0
441,18-24,Male,29A,OTH,48,19,3,0
442,18-24,Male,29A,REP,1060,655,255,0
443,18-24,Male,29A,UNA,649,256,82,0
444,18-24,Male,29B,DEM,576,274,131,0
445,18-24,Male,29B,OTH,47,13,2,0
446,18-24,Male,29B,REP,464,240,95,0
447,18-24,Male,29B,UNA,630,219,82,0
448,18-24,Male,29C,DEM,423,217,98,0
449,18-24,Male,29C,OTH,51,23,9,0
450,18-24,Male,29C,REP,811,468,166,0
451,18-24,Male,29C,UNA,745,275,96,0
452,18-24,Male,30A,DEM,870,446,212,0
453,18-24,Male,30A,OTH,85,28,13,0
454,18-24,Male,30A,REP,815,372,168,0
455,18-24,Male,30A,UNA,1145,423,157,0
456,18-24,Male,30B,DEM,359,198,104,0
457,18-24,Male,30B,OTH,46,15,6,0
458,18-24,Male,30B,REP,786,430,177,0
459,18-24,Male,30B,UNA,747,273,106,0
460,18-24,Male,31,DEM,1192,647,306,0
461,18-24,Male,31,OTH,148,55,20,0
462,18-24,Male,31,REP,2228,1229,511,1
463,18-24,Male,31,UNA,2231,850,328,1
464,18-24,Male,32,DEM,1930,942,464,0
465,18-24,Male,32,OTH,159,48,8,0
466,18-24,Male,32,REP,877,498,190,0
467,18-24,Male,32,UNA,1948,723,256,0
468,18-24,Male,33A,DEM,688,367,180,0
469,18-24,Male,33A,OTH,52,16,9,0
470,18-24,Male,33A,REP,382,200,65,0
