year,month,county,dem,rep,unaf,other
2022,12,BALTIMORE CO.,313823,138939,110633,5987
2022,12,CALVERT,23957,28044,15445,545
2022,12,CAROLINE,6231,10597,4520,162
2022,12,CARROLL,33724,64066,29000,1021
2022,12,CECIL,20694,32356,16782,681
2022,12,CHARLES,74619,23158,22172,860
2022,12,DORCHESTER,9619,9074,3856,193
2022,12,FREDERICK,77231,68183,49237,1102
2022,12,GARRETT,3699,13695,2852,152
2022,12,HARFORD,65098,80210,41536,1629
2022,12,HOWARD,121939,48789,57681,1976
2022,12,KENT,5852,5230,2616,114
2022,12,MONTGOMERY,411841,97225,157972,5335
2022,12,PR. GEORGE'S,460343,37315,85347,10677
2022,12,QUEEN ANNE'S,11192,19816,8148,297
2022,12,ST. MARY'S,25090,31611,16492,627
2022,12,SOMERSET,5574,6042,2298,113
2022,12,TALBOT,10864,11725,5705,216
2022,12,WASHINGTON,31579,44325,22135,830
2022,12,WICOMICO,26834,24045,13715,654
2022,12,WORCESTER,13841,19264,8514,461
2023,07,ALLEGANY,11526,22845,8674,563
2023,07,ANNE ARUNDEL,175700,129826,101661,4169
2023,07,BALTIMORE CITY,300709,28119,59358,5761
2023,07,BALTIMORE CO.,309660,136820,112652,7720
2023,07,CALVERT,23869,27954,15838,725
2023,07,CAROLINE,6187,10627,4728,251
2023,07,CARROLL,33638,63780,29666,1333
2023,07,CECIL,20561,32499,17262,927
2023,07,CHARLES,74941,22974,23051,1192
2023,07,DORCHESTER,9603,9109,4002,255
2023,07,FREDERICK,77565,67750,50693,1685
2023,07,GARRETT,3689,13728,2959,206
2023,07,HARFORD,65236,80302,43068,2161
2023,07,HOWARD,122074,48216,59385,2487
2023,07,KENT,5823,5240,2691,153
2023,07,MONTGOMERY,410189,96496,163369,7098
2023,07,PR. GEORGE'S,458878,37607,90789,12361
2023,07,QUEEN ANNE'S,11147,19926,8446,395
2023,07,ST. MARY'S,25165,31764,17193,837
2023,07,SOMERSET,5532,6090,2384,155
2023,07,TALBOT,10761,11722,5845,284
2023,07,WASHINGTON,31285,44191,22883,1137
2023,07,WICOMICO,26760,24040,14205,890
2023,07,WORCESTER,13755,19336,8755,573
2018,11,ALLEGANY,13578,21736,7229,328
2018,11,ANNE ARUNDEL,164997,136519,85058,1462
2018,11,BALTIMORE CITY,308307,31129,48664,1789
2018,11,BALTIMORE CO.,313733,144339,94087,4661
2018,11,CALVERT,24093,28039,13715,388
2018,11,CAROLINE,6877,9589,3932,110
2018,11,CARROLL,32654,63942,24517,839
2018,11,CECIL,21780,28872,14594,568
2018,11,CHARLES,69547,25252,18670,517
2018,11,DORCHESTER,9992,8330,3108,107
2018,11,FREDERICK,66254,68317,40507,365
2018,11,GARRETT,4204,12992,2527,138
2018,11,HARFORD,65527,79023,36073,1122
2018,11,HOWARD,110360,56053,49410,1837
2018,11,KENT,6102,4884,2151,106
2018,11,MONTGOMERY,396446,114162,145050,5277
2018,11,PR. GEORGE'S,463345,40783,70085,11353
2018,11,QUEEN ANNE'S,10868,18230,6728,188
2018,11,ST. MARY'S,26183,30161,14925,412
2018,11,SOMERSET,5901,5388,1855,73
2018,11,TALBOT,10423,11718,4968,211
2018,11,WASHINGTON,32667,43190,19719,583
2018,11,WICOMICO,26870,23120,11363,429
2018,11,WORCESTER,14225,17380,7066,321
2024,12,ALLEGANY,10937,23617,8928,487
2024,12,ANNE ARUNDEL,173088,130262,104811,3611
2024,12,BALTIMORE CITY,302977,29866,65166,5065
2024,12,BALTIMORE CO.,310449,141796,121156,6873
2024,12,CALVERT,23785,29168,16801,622
2024,12,CAROLINE,6015,11187,4939,218
2024,12,CARROLL,33460,65142,30974,1199
2024,12,CECIL,19261,35933,17426,818
2024,12,CHARLES,77094,24057,25595,1089
2024,12,DORCHESTER,9649,9712,4388,251
2024,12,FREDERICK,79386,69676,54519,1451
2024,12,GARRETT,3480,14125,3126,181
2024,12,HARFORD,65110,82836,45957,1986
2024,12,HOWARD,124713,49444,64521,2156
2024,12,KENT,5742,5563,2847,128
2024,12,MONTGOMERY,414527,102570,178426,6056
2024,12,PR. GEORGE'S,463687,42330,104474,11554
2024,12,QUEEN ANNE'S,11288,20837,9018,329
2024,12,ST. MARY'S,25161,33468,18361,724
2024,12,SOMERSET,5403,6357,2576,150
2024,12,TALBOT,10640,11851,6132,243
2024,12,WASHINGTON,31120,45883,24697,984
2024,12,WICOMICO,26481,24969,15452,812
2024,12,WORCESTER,13708,20151,9237,509
2007,09,ALLEGANY,16418,19187,4324,439
2007,09,ANNE ARUNDEL,130793,114419,52700,142
2007,09,BALTIMORE CITY,265501,31924,34962,1157
2007,09,BALTIMORE CO.,267577,124265,54601,5935
2007,09,CALVERT,20497,20610,8054,519
2007,09,CAROLINE,6733,6509,2346,149
2007,09,CARROLL,32206,51170,13923,34
2007,09,CECIL,22262,20883,9429,755
2007,09,CHARLES,38471,24392,11535,942
2007,09,DORCHESTER,9427,6530,1890,186
2007,09,FREDERICK,44792,54222,21806,48
2007,09,GARRETT,4844,10603,1327,193
2007,09,HARFORD,59097,58472,18054,428
2007,09,HOWARD,74139,52703,28568,1784
2007,09,KENT,5915,4226,1442,125
2007,09,MONTGOMERY,270673,120034,103385,1739
2007,09,PR. GEORGE'S,329196,47423,30388,33200
2007,09,QUEEN ANNE'S,10785,13204,3800,240
2007,09,ST. MARY'S,21898,20235,8099,563
2007,09,SOMERSET,6979,3953,1333,108
2007,09,TALBOT,10003,11110,3498,336
2007,09,WASHINGTON,29869,35705,11446,975
2007,09,WICOMICO,22546,18522,6920,587
2007,09,WORCESTER,14839,12716,4519,438
2011,09,ALLEGANY,15836,19459,5347,416
2011,09,ANNE ARUNDEL,142229,119522,62501,172
2011,09,BALTIMORE CITY,293778,32302,41750,1412
2011,09,BALTIMORE CO.,279970,125283,65102,5292
2011,09,CALVERT,22479,22075,9890,496
2011,09,CAROLINE,7093,7353,2876,110
2011,09,CARROLL,32688,54479,17013,778
2011,09,CECIL,23411,22474,11265,806
2011,09,CHARLES,51085,24265,13830,546
2011,09,DORCHESTER,9921,6863,2165,138
2011,09,FREDERICK,51469,57547,27294,54
2011,09,GARRETT,4797,11298,1841,183
2011,09,HARFORD,61326,63493,23364,748
2011,09,HOWARD,85960,54979,35475,1825
2011,09,KENT,5907,4393,1555,133
2011,09,MONTGOMERY,322352,120117,124662,745
2011,09,PR. GEORGE'S,410895,46591,46770,21701
2011,09,QUEEN ANNE'S,11097,14430,4578,198
2011,09,ST. MARY'S,24076,23541,10418,487
2011,09,SOMERSET,6976,4400,1566,114
2011,09,TALBOT,9815,10809,3638,296
2011,09,WASHINGTON,31034,37109,14730,116
2011,09,WICOMICO,24373,19614,8114,665
2011,09,WORCESTER,15093,13745,5352,398
2020,06,ALLEGANY,13007,22232,7675,670
2020,06,ANNE ARUNDEL,171773,135615,89668,4739
2020,06,BALTIMORE CITY,308479,29781,51530,4690
2020,06,BALTIMORE CO.,316924,143451,99613,8841
2020,06,CALVERT,24450,27960,14207,945
2020,06,CAROLINE,6660,9833,4131,262
2020,06,CARROLL,33387,63808,25540,1807
2020,06,CECIL,21576,30140,15149,1095
2020,06,CHARLES,71908,24606,19639,1144
2020,06,DORCHESTER,9777,8591,3302,222
2020,06,FREDERICK,70291,68376,42487,1764
2020,06,GARRETT,4036,13200,2596,243
2020,06,HARFORD,65998,79568,37786,2581
2020,06,HOWARD,116653,53710,51380,3235
2020,06,KENT,5951,4911,2280,176
2020,06,MONTGOMERY,408393,108406,148973,9270
2020,06,PR. GEORGE'S,469890,39528,75906,13515
2020,06,QUEEN ANNE'S,10930,18644,7121,482
2020,06,ST. MARY'S,26227,30305,15430,1019
2020,06,SOMERSET,5701,5573,1995,153
2020,06,TALBOT,10535,11649,5025,390
2020,06,WASHINGTON,32809,43630,20572,1486
2020,06,WICOMICO,26843,23476,12248,996
2020,06,WORCESTER,13965,17923,7503,614
2024,08,ALLEGANY,10781,22917,8798,508
2024,08,ANNE ARUNDEL,171916,128807,104582,3797
2024,08,BALTIMORE CITY,297712,28872,63311,5103
2024,08,BALTIMORE CO.,306442,138412,118819,7072
2024,08,CALVERT,23385,28247,16490,650
2024,08,CAROLINE,5967,10798,4912,230
2024,08,CARROLL,33196,63956,30320,1202
2024,08,CECIL,18950,35048,17202,828
2024,08,CHARLES,75275,23159,24774,1101
2024,08,DORCHESTER,9522,9429,4301,251
2024,08,FREDERICK,78258,68595,53912,1508
2024,08,GARRETT,3465,13764,3045,183
2024,08,HARFORD,64238,81051,44987,2046
2024,08,HOWARD,122722,48448,62788,2232
2024,08,KENT,5709,5361,2808,128
2024,08,MONTGOMERY,403515,98129,172033,6251
2024,08,PR. GEORGE'S,454819,39452,99972,11738
2024,08,QUEEN ANNE'S,11170,20328,8948,331
2024,08,ST. MARY'S,24632,32343,17997,753
2024,08,SOMERSET,5365,6218,2549,152
2024,08,TALBOT,10488,11602,5974,248
2024,08,WASHINGTON,30430,44300,23880,1010
2024,08,WICOMICO,25825,24078,15001,826
2024,08,WORCESTER,13558,19642,9185,521
2024,10,ALLEGANY,10907,23301,8910,502
2024,10,ANNE ARUNDEL,174740,130719,106349,3759
2024,10,BALTIMORE CITY,301169,29470,64650,5076
2024,10,BALTIMORE CO.,309642,140636,120788,6986
2024,10,CALVERT,23698,28750,16674,642
2024,10,CAROLINE,5998,10981,4916,227
2024,10,CARROLL,33450,64648,30672,1197
2024,10,CECIL,19225,35526,17410,821
2024,10,CHARLES,76235,23640,25214,1101
2024,10,DORCHESTER,9627,9564,4354,255
2024,10,FREDERICK,79406,69543,54623,1490
2024,10,GARRETT,3478,13993,3098,182
2024,10,HARFORD,64869,82006,45434,2030
2024,10,HOWARD,124288,48942,63650,2184
2024,10,KENT,5756,5459,2819,127
2024,10,MONTGOMERY,410090,100358,175918,6134
2024,10,PR. GEORGE'S,459608,40765,102001,11621
2024,10,QUEEN ANNE'S,11265,20593,9015,335
2024,10,ST. MARY'S,25107,33146,18294,735
2024,10,SOMERSET,5374,6279,2565,151
2024,10,TALBOT,10633,11728,6069,241
2024,10,WASHINGTON,30869,45118,24310,1000
2024,10,WICOMICO,26175,24553,15284,815
2024,10,WORCESTER,13714,19977,9270,512
2012,07,ALLEGANY,15317,19602,5651,635
2012,07,ANNE ARUNDEL,143726,122183,67671,2430
2012,07,BALTIMORE CITY,293698,32397,43378,3555
2012,07,BALTIMORE CO.,285928,128997,70170,8196
2012,07,CALVERT,22517,22736,10511,806
2012,07,CAROLINE,6942,7407,2916,208
2012,07,CARROLL,32100,55482,18062,1448
2012,07,CECIL,23671,23665,12040,1127
2012,07,CHARLES,52877,24732,14834,888
2012,07,DORCHESTER,9948,6912,2286,196
2012,07,FREDERICK,52387,59488,29326,977
2012,07,GARRETT,4659,11351,1993,280
2012,07,HARFORD,61904,65925,25257,1743
2012,07,HOWARD,86016,55074,36648,2883
2012,07,KENT,5910,4459,1624,210
2012,07,MONTGOMERY,329871,122776,131550,4241
2012,07,PR. GEORGE'S,422544,46754,51190,21836
2012,07,QUEEN ANNE'S,11095,14920,4959,363
2012,07,ST. MARY'S,24290,24702,11137,821
2012,07,SOMERSET,6700,4513,1608,160
2012,07,TALBOT,9553,10673,3765,403
2012,07,WASHINGTON,30900,37650,15364,701
2012,07,WICOMICO,24536,20097,8787,933
2012,07,WORCESTER,14673,13945,5736,572
2010,11,ALLEGANY,16618,19851,5326,447
2010,11,ANNE ARUNDEL,146197,121591,62748,142
2010,11,BALTIMORE CITY,291753,32172,40472,1324
2010,11,BALTIMORE CO.,293170,129787,65530,5640
2010,11,CALVERT,23274,22648,10011,522
2010,11,CAROLINE,7412,7511,2967,119
2010,11,CARROLL,33171,54534,16419,805
2010,11,CECIL,24557,22959,11316,866
2010,11,CHARLES,51747,25007,13910,579
2010,11,DORCHESTER,10430,7017,2225,148
2010,11,FREDERICK,52387,58332,26942,64
2010,11,GARRETT,5006,11433,1813,187
2010,11,HARFORD,62439,63818,22755,764
2010,11,HOWARD,86784,55394,34562,1808
2010,11,KENT,6204,4509,1637,138
2010,11,MONTGOMERY,325482,123621,122948,560
2010,11,PR. GEORGE'S,405412,46611,43327,22531
2010,11,QUEEN ANNE'S,11136,14094,4343,208
2010,11,ST. MARY'S,24733,23611,10321,527
2010,11,SOMERSET,7243,4360,1559,121
2010,11,TALBOT,10229,11125,3645,319
2010,11,WASHINGTON,31448,37202,14483,89
2010,11,WICOMICO,25515,19917,8234,670
2010,11,WORCESTER,15810,14054,5379,436
2008,06,ALLEGANY,16553,19233,4535,472
2008,06,ANNE ARUNDEL,138561,118073,55147,128
2008,06,BALTIMORE CITY,270554,32092,35149,1361
2008,06,BALTIMORE CO.,280846,128084,56928,6197
2008,06,CALVERT,21862,21433,8446,570
2008,06,CAROLINE,7018,6746,2503,163
2008,06,CARROLL,33568,52812,14899,30
2008,06,CECIL,23691,21784,9818,818
2008,06,CHARLES,42768,24897,11504,926
2008,06,DORCHESTER,9491,6503,1911,182
2008,06,FREDERICK,48116,55298,22604,37
2008,06,GARRETT,5025,10976,1426,209
2008,06,HARFORD,61218,60252,19077,640
2008,06,HOWARD,79381,53843,29402,1884
2008,06,KENT,6111,4386,1498,136
2008,06,MONTGOMERY,292835,121296,102807,2315
2008,06,PR. GEORGE'S,346622,46450,30411,28847
2008,06,QUEEN ANNE'S,10876,13266,3549,234
2008,06,ST. MARY'S,23395,21444,8650,598
2008,06,SOMERSET,6781,3926,1322,114
2008,06,TALBOT,9524,10474,3051,294
2008,06,WASHINGTON,31387,36793,12221,1045
2008,06,WICOMICO,23064,18644,7137,608
2008,06,WORCESTER,14859,12642,4647,479
2021,05,ALLEGANY,12495,22581,7948,407
2021,05,ANNE ARUNDEL,174880,132304,93082,2830
2021,05,BALTIMORE CITY,308674,29375,53519,3601
2021,05,BALTIMORE CO.,315287,140977,103716,6102
2021,05,CALVERT,24237,27589,14643,573
2021,05,CAROLINE,6515,10199,4370,172
2021,05,CARROLL,33810,63868,27132,1095
2021,05,CECIL,21320,31240,15755,736
2021,05,CHARLES,73289,24196,20588,808
2021,05,DORCHESTER,9792,8782,3482,171
2021,05,FREDERICK,73929,68076,45372,906
2021,05,GARRETT,3919,13454,2671,160
2021,05,HARFORD,66211,79498,39379,1581
2021,05,HOWARD,120298,51196,54143,2056
2021,05,KENT,5946,5028,2427,120
2021,05,MONTGOMERY,411661,101996,152056,5819
2021,05,PR. GEORGE'S,471620,38626,80189,11058
2021,05,QUEEN ANNE'S,11119,19107,7591,303
2021,05,ST. MARY'S,26465,30758,16175,619
2021,05,SOMERSET,5673,5802,2172,102
2021,05,TALBOT,10848,11706,5397,264
2021,05,WASHINGTON,32052,43919,20927,858
2021,05,WICOMICO,27259,23684,12796,666
2021,05,WORCESTER,14076,18364,7899,494
2012,11,ALLEGANY,15756,20269,5979,416
2012,11,ANNE ARUNDEL,151773,127204,73254,257
2012,11,BALTIMORE CITY,314468,33387,47497,1555
2012,11,BALTIMORE CO.,303184,134632,77310,6091
2012,11,CALVERT,23862,23913,11441,542
2012,11,CAROLINE,7365,7799,3165,146
2012,11,CARROLL,33170,57821,19657,1049
2012,11,CECIL,24417,24518,12963,745
2012,11,CHARLES,57070,25667,16028,572
2012,11,DORCHESTER,10620,7219,2476,130
2012,11,FREDERICK,55229,61418,31824,81
2012,11,GARRETT,4789,11804,2137,205
2012,11,HARFORD,64471,68350,27411,1250
2012,11,HOWARD,92413,57313,39713,2633
2012,11,KENT,6201,4619,1752,144
2012,11,MONTGOMERY,351620,126754,141677,3336
2012,11,PR. GEORGE'S,450495,47762,56991,19550
2012,11,QUEEN ANNE'S,11522,15537,5432,209
2012,11,ST. MARY'S,25834,26164,12395,469
2012,11,SOMERSET,7380,4689,1738,121
2012,11,TALBOT,10118,11167,4119,275
2012,11,WASHINGTON,32299,39054,16487,313
2012,11,WICOMICO,26061,20835,9416,679
2012,11,WORCESTER,15252,14669,6225,383
2019,11,ALLEGANY,13151,21927,7576,690
2019,11,ANNE ARUNDEL,167379,135512,89100,4717
2019,11,BALTIMORE CITY,304430,30189,51612,4461
2019,11,BALTIMORE CO.,313357,143195,99195,8807
2019,11,CALVERT,23942,27738,14172,933
2019,11,CAROLINE,6665,9702,4092,256
2019,11,CARROLL,32815,63809,25466,1826
2019,11,CECIL,21453,29306,15114,1134
2019,11,CHARLES,70380,24534,19474,1113
2019,11,DORCHESTER,9816,8453,3249,223
2019,11,FREDERICK,67645,67850,42073,1758
2019,11,GARRETT,4041,13032,2630,255
2019,11,HARFORD,64887,78955,37511,2593
2019,11,HOWARD,112837,54211,51368,3283
2019,11,KENT,5988,4863,2252,188
2019,11,MONTGOMERY,399128,109967,148889,9456
2019,11,PR. GEORGE'S,464678,39670,75066,13496
2019,11,QUEEN ANNE'S,10782,18394,7059,485
2019,11,ST. MARY'S,25629,29832,15261,1020
2019,11,SOMERSET,5790,5497,1967,157
2019,11,TALBOT,10379,11624,5077,388
2019,11,WASHINGTON,32371,43116,20234,1493
2019,11,WICOMICO,26536,23335,12104,955
2019,11,WORCESTER,13897,17597,7392,609
2019,04,ALLEGANY,13336,21867,7393,718
2019,04,ANNE ARUNDEL,165295,135838,86959,4848
2019,04,BALTIMORE CITY,305417,30758,50602,4427
2019,04,BALTIMORE CO.,312314,143750,96392,9018
2019,04,CALVERT,23783,27744,13764,986
2019,04,CAROLINE,6771,9604,3976,257
2019,04,CARROLL,32584,63881,24893,1919
2019,04,CECIL,21524,28985,14701,1158
2019,04,CHARLES,69484,24850,18901,1145
2019,04,DORCHESTER,9822,8410,3154,227
2019,04,FREDERICK,66172,67762,40790,2022
2019,04,GARRETT,4070,12975,2553,266
2019,04,HARFORD,64491,78744,36543,2753
2019,04,HOWARD,110514,55131,50241,3380
2019,04,KENT,6021,4841,2187,202
2019,04,MONTGOMERY,394233,111648,145629,9836
2019,04,PR. GEORGE'S,463061,40216,72498,13753
2019,04,QUEEN ANNE'S,10758,18312,6856,506
2019,04,ST. MARY'S,25544,29712,14827,1055
2019,04,SOMERSET,5841,5432,1913,160
2019,04,TALBOT,10298,11627,4974,403
2019,04,WASHINGTON,32168,42883,19669,1543
2019,04,WICOMICO,26467,23170,11721,961
2019,04,WORCESTER,13980,17382,7164,621
2021,06,ALLEGANY,12465,22620,8003,407
2021,06,ANNE ARUNDEL,175755,132737,93984,2866
2021,06,BALTIMORE CITY,308638,29320,53942,3629
2021,06,BALTIMORE CO.,315264,140831,104138,6123
2021,06,CALVERT,24258,27611,14778,575
2021,06,CAROLINE,6533,10216,4399,172
2021,06,CARROLL,33874,63895,27343,1097
2021,06,CECIL,21372,31320,15889,739
2021,06,CHARLES,73500,24179,20766,819
2021,06,DORCHESTER,9795,8807,3511,175
2021,06,FREDERICK,74266,68245,45754,908
2021,06,GARRETT,3907,13498,2687,163
2021,06,HARFORD,66302,79552,39593,1590
2021,06,HOWARD,120640,51104,54455,2027
2021,06,KENT,5939,5066,2444,121
2021,06,MONTGOMERY,412675,101938,153151,5848
2021,06,PR. GEORGE'S,471846,38612,80688,11117
2021,06,QUEEN ANNE'S,11164,19153,7651,305
2021,06,ST. MARY'S,26534,30852,16296,618
2021,06,SOMERSET,5679,5816,2191,101
2021,06,TALBOT,10853,11713,5437,270
2021,06,WASHINGTON,32098,44009,21104,863
2021,06,WICOMICO,27291,23724,12887,670
2021,06,WORCESTER,14093,18421,7965,491
2022,08,ALLEGANY,11862,22855,8409,389
2022,08,ANNE ARUNDEL,174324,130305,98038,3172
2022,08,BALTIMORE CITY,302871,28080,55835,3905
2022,08,BALTIMORE CO.,310596,137831,107987,6239
2022,08,CALVERT,23953,28007,15389,553
2022,08,CAROLINE,6262,10574,4534,170
2022,08,CARROLL,33815,64280,28644,1045
2022,08,CECIL,20784,32118,16568,690
2022,08,CHARLES,74527,23411,21980,866
2022,08,DORCHESTER,9645,9001,3764,192
2022,08,FREDERICK,76955,68618,48935,1059
2022,08,GARRETT,3742,13696,2815,160
2022,08,HARFORD,65520,80458,41481,1657
2022,08,HOWARD,121373,49265,56705,2019
2022,08,KENT,5842,5235,2570,110
2022,08,MONTGOMERY,408646,97414,157664,5560
2022,08,PR. GEORGE'S,464986,37704,85776,11148
2022,08,QUEEN ANNE'S,11146,19696,8015,302
2022,08,ST. MARY'S,25484,31884,16908,655
2022,08,SOMERSET,5590,6002,2321,115
2022,08,TALBOT,10807,11692,5662,259
2022,08,WASHINGTON,31462,44069,22308,933
2022,08,WICOMICO,26884,24022,13512,679
2022,08,WORCESTER,13899,19069,8505,484
2018,02,ALLEGANY,13826,21317,7146,302
2018,02,ANNE ARUNDEL,159952,134571,83017,1232
2018,02,BALTIMORE CITY,300533,30907,45734,1658
2018,02,BALTIMORE CO.,306058,142275,90974,4476
2018,02,CALVERT,23620,26615,13326,393
2018,02,CAROLINE,6836,9164,3821,119
2018,02,CARROLL,32177,63196,24101,821
2018,02,CECIL,21297,27629,14054,564
2018,02,CHARLES,66284,25274,18034,493
2018,02,DORCHESTER,9953,8080,2978,101
2018,02,FREDERICK,62287,66214,38541,322
2018,02,GARRETT,4245,12714,2470,133
2018,02,HARFORD,64047,77235,34822,1114
2018,02,HOWARD,105382,55796,47465,1828
2018,02,KENT,5969,4713,2056,104
2018,02,MONTGOMERY,377645,114578,142781,4637
2018,02,PR. GEORGE'S,450308,40848,66507,11552
2018,02,QUEEN ANNE'S,10674,17715,6619,177
2018,02,ST. MARY'S,25471,29239,14235,413
2018,02,SOMERSET,5889,5165,1807,73
2018,02,TALBOT,10012,11585,4882,187
2018,02,WASHINGTON,31838,42203,19128,461
2018,02,WICOMICO,26402,22753,10935,436
2018,02,WORCESTER,14071,16456,6959,291
2022,09,ALLEGANY,11868,22908,8453,389
2022,09,ANNE ARUNDEL,175138,130762,98350,3041
2022,09,BALTIMORE CITY,303826,28218,56663,3971
2022,09,BALTIMORE CO.,311586,138270,108672,5999
2022,09,CALVERT,24005,28073,15489,556
2022,09,CAROLINE,6287,10617,4537,164
2022,09,CARROLL,33890,64368,28865,1051
2022,09,CECIL,20849,32227,16672,685
2022,09,CHARLES,74881,23460,22176,862
2022,09,DORCHESTER,9655,9016,3824,189
2022,09,FREDERICK,77282,68809,49092,1087
2022,09,GARRETT,3739,13711,2841,158
2022,09,HARFORD,65717,80695,41705,1647
2022,09,HOWARD,122194,49372,57367,2030
2022,09,KENT,5868,5254,2594,111
2022,09,MONTGOMERY,413365,98170,160577,5580
2022,09,PR. GEORGE'S,464963,37836,86155,10872
2022,09,QUEEN ANNE'S,11202,19746,8082,299
2022,09,ST. MARY'S,25640,32009,17028,660
2022,09,SOMERSET,5613,6024,2303,113
2022,09,TALBOT,10865,11760,5682,227
2022,09,WASHINGTON,31626,44282,22325,876
2022,09,WICOMICO,26948,24081,13629,677
2022,09,WORCESTER,13954,19237,8492,465
2020,09,ALLEGANY,12844,22530,7724,391
2020,09,ANNE ARUNDEL,174478,135564,90602,2734
2020,09,BALTIMORE CITY,309855,29760,51670,3241
2020,09,BALTIMORE CO.,313060,142352,100948,5902
2020,09,CALVERT,24554,28140,14269,576
2020,09,CAROLINE,6625,10015,4244,164
2020,09,CARROLL,33730,64349,26136,1082
2020,09,CECIL,21627,30794,15238,732
2020,09,CHARLES,72644,24690,19960,766
2020,09,DORCHESTER,9806,8723,3360,147
2020,09,FREDERICK,72355,69012,43375,785
2020,09,GARRETT,4014,13376,2612,155
2020,09,HARFORD,66365,80275,38285,1540
2020,09,HOWARD,119270,53017,52435,2079
2020,09,KENT,5993,4982,2291,117
2020,09,MONTGOMERY,410540,105840,148284,5959
2020,09,PR. GEORGE'S,472523,39582,76989,11396
2020,09,QUEEN ANNE'S,11086,18987,7213,285
2020,09,ST. MARY'S,26366,30567,15677,605
2020,09,SOMERSET,5683,5705,2060,93
2020,09,TALBOT,10729,11708,5187,254
2020,09,WASHINGTON,32796,44155,20687,901
2020,09,WICOMICO,27107,23659,12343,644
2020,09,WORCESTER,14049,18249,7612,433
2008,09,ALLEGANY,16688,19409,4686,484
2008,09,ANNE ARUNDEL,142182,119429,57062,109
2008,09,BALTIMORE CITY,277731,32399,36331,1432
2008,09,BALTIMORE CO.,288505,130036,59461,6287
2008,09,CALVERT,22359,21796,8758,582
2008,09,CAROLINE,7189,6931,2639,129
2008,09,CARROLL,33872,53244,15318,28
2008,09,CECIL,24014,22019,10119,832
2008,09,CHARLES,45365,25238,12024,685
2008,09,DORCHESTER,9777,6656,1980,183
2008,09,FREDERICK,49487,55790,23493,45
2008,09,GARRETT,5084,11038,1511,211
2008,09,HARFORD,62558,61201,19915,731
2008,09,HOWARD,81689,54474,30349,2001
2008,09,KENT,6209,4417,1562,138
2008,09,MONTGOMERY,301940,122621,105979,2640
2008,09,PR. GEORGE'S,358679,46414,32157,28156
2008,09,QUEEN ANNE'S,11005,13399,3676,234
2008,09,ST. MARY'S,23807,21844,9016,609
2008,09,SOMERSET,6871,3976,1373,111
2008,09,TALBOT,9702,10612,3180,306
2008,09,WASHINGTON,32079,37280,12673,1056
2008,09,WICOMICO,23754,19019,7357,622
2008,09,WORCESTER,15110,12927,4781,486
2021,11,ALLEGANY,12209,22601,8080,399
2021,11,ANNE ARUNDEL,175130,130799,95172,2877
2021,11,BALTIMORE CITY,304589,28498,54301,3711
2021,11,BALTIMORE CO.,310941,138427,104179,6035
2021,11,CALVERT,24134,27340,15080,566
2021,11,CAROLINE,6474,10196,4463,166
2021,11,CARROLL,33766,63419,27820,1094
2021,11,CECIL,21097,31259,16123,714
2021,11,CHARLES,73598,23547,21128,826
2021,11,DORCHESTER,9688,8854,3609,177
2021,11,FREDERICK,74966,67560,46814,947
2021,11,GARRETT,3842,13503,2732,161
2021,11,HARFORD,65781,79065,40217,1611
2021,11,HOWARD,120498,49781,55231,2033
2021,11,KENT,5853,5078,2504,114
2021,11,MONTGOMERY,409910,99545,155006,5844
2021,11,PR. GEORGE'S,466193,37685,81596,11066
2021,11,QUEEN ANNE'S,11119,19187,7806,304
2021,11,ST. MARY'S,26289,30667,16559,628
2021,11,SOMERSET,5603,5827,2214,105
2021,11,TALBOT,10846,11601,5521,265
2021,11,WASHINGTON,31756,43724,21514,876
2021,11,WICOMICO,27024,23616,13040,669
2021,11,WORCESTER,13993,18576,8129,491
2009,05,ALLEGANY,17035,19622,4898,480
2009,05,ANNE ARUNDEL,146217,119682,57882,93
2009,05,BALTIMORE CITY,291734,31738,37538,1392
2009,05,BALTIMORE CO.,292252,127886,59626,5920
2009,05,CALVERT,22786,21413,8951,538
2009,05,CAROLINE,7591,7140,2798,88
2009,05,CARROLL,33955,52968,15544,31
2009,05,CECIL,24103,21877,10287,776
2009,05,CHARLES,47737,24524,12116,577
2009,05,DORCHESTER,10275,6761,2003,159
2009,05,FREDERICK,51262,56082,24212,41
2009,05,GARRETT,5036,10888,1530,207
2009,05,HARFORD,63634,61545,20379,676
2009,05,HOWARD,84470,54294,30797,1918
