year,month,county,dem,rep,unaf,other
2021,09,ANNE ARUNDEL,175331,131274,94595,2865
2021,09,BALTIMORE CITY,305599,28709,54001,3694
2021,09,BALTIMORE CO.,311836,138891,103579,6038
2021,09,CALVERT,24169,27394,14935,569
2021,09,CAROLINE,6500,10200,4433,170
2021,09,CARROLL,33895,63556,27658,1091
2021,09,CECIL,21208,31253,16001,726
2021,09,CHARLES,73652,23729,21009,827
2021,09,DORCHESTER,9731,8849,3588,178
2021,09,FREDERICK,74796,67767,46390,936
2021,09,GARRETT,3860,13485,2713,162
2021,09,HARFORD,66025,79216,40015,1601
2021,09,HOWARD,120606,50137,54908,2030
2021,09,KENT,5898,5066,2489,114
2021,09,MONTGOMERY,410616,100085,154232,5841
2021,09,PR. GEORGE'S,468019,37909,81153,11082
2021,09,QUEEN ANNE'S,11126,19144,7775,300
2021,09,ST. MARY'S,26389,30619,16465,622
2021,09,SOMERSET,5621,5830,2206,101
2021,09,TALBOT,10876,11639,5504,274
2021,09,WASHINGTON,31911,43767,21333,866
2021,09,WICOMICO,27150,23600,12977,666
2021,09,WORCESTER,14054,18494,8067,485
2012,01,ALLEGANY,15888,19692,5511,411
2012,01,ANNE ARUNDEL,143366,121031,64370,250
2012,01,BALTIMORE CITY,289687,31991,41617,1432
2012,01,BALTIMORE CO.,284121,127130,67521,5384
2012,01,CALVERT,22563,22369,10097,511
2012,01,CAROLINE,7121,7425,2951,118
2012,01,CARROLL,32781,55011,17424,818
2012,01,CECIL,23521,22734,11483,803
2012,01,CHARLES,51811,24509,14163,568
2012,01,DORCHESTER,9971,6899,2206,134
2012,01,FREDERICK,52377,58723,28369,106
2012,01,GARRETT,4795,11346,1892,192
2012,01,HARFORD,61656,64306,23983,804
2012,01,HOWARD,86940,55679,36568,1885
2012,01,KENT,5901,4427,1590,138
2012,01,MONTGOMERY,323156,120391,126324,889
2012,01,PR. GEORGE'S,413820,46760,48323,21466
2012,01,QUEEN ANNE'S,11089,14531,4690,208
2012,01,ST. MARY'S,24220,24042,10758,479
2012,01,SOMERSET,6940,4445,1578,117
2012,01,TALBOT,9722,10774,3701,298
2012,01,WASHINGTON,30660,36830,14727,138
2012,01,WICOMICO,24625,19884,8352,681
2012,01,WORCESTER,15109,13912,5439,403
2017,03,nan,0,0,0,0
2017,03,nan,0,0,0,0
2017,03,nan,0,0,0,0
2017,03,nan,0,0,0,0
2017,03,nan,0,0,0,0
2017,03,nan,0,0,0,0
2017,03,nan,0,0,0,0
2017,03,nan,0,0,0,0
2017,03,nan,0,0,0,0
2017,03,nan,0,0,0,0
2017,03,nan,0,0,0,0
2017,03,nan,0,0,0,0
2017,03,nan,0,0,0,0
2017,03,nan,0,0,0,0
2017,03,nan,0,0,0,0
2017,03,nan,0,0,0,0
2017,03,nan,0,0,0,0
2017,03,nan,0,0,0,0
2017,03,nan,0,0,0,0
2017,03,nan,0,0,0,0
2017,03,nan,0,0,0,0
2017,03,nan,0,0,0,0
2017,03,nan,0,0,0,0
2017,03,nan,0,0,0,0
2017,03,nan,0,0,0,0
2017,03,nan,0,0,0,0
2010,08,ALLEGANY,16598,19610,5265,457
2010,08,ANNE ARUNDEL,144808,119366,61848,131
2010,08,BALTIMORE CITY,287645,31682,39910,1348
2010,08,BALTIMORE CO.,289192,126951,64169,5670
2010,08,CALVERT,23050,22152,9806,527
2010,08,CAROLINE,7451,7384,2939,121
2010,08,CARROLL,33207,53658,16189,794
2010,08,CECIL,24386,22544,11206,835
2010,08,CHARLES,50344,24486,13527,586
2010,08,DORCHESTER,10376,6935,2174,155
2010,08,FREDERICK,51934,57254,26400,79
2010,08,GARRETT,5003,11254,1793,189
2010,08,HARFORD,61919,62260,22059,691
2010,08,HOWARD,85350,54584,33816,1819
2010,08,KENT,6131,4425,1620,133
2010,08,MONTGOMERY,321748,122513,121637,512
2010,08,PR. GEORGE'S,400575,46360,42346,23434
2010,08,QUEEN ANNE'S,11017,13766,4264,213
2010,08,ST. MARY'S,24545,23102,10147,533
2010,08,SOMERSET,7190,4329,1502,110
2010,08,TALBOT,10133,10974,3570,313
2010,08,WASHINGTON,31234,36670,14262,89
2010,08,WICOMICO,25128,19559,8071,640
2010,08,WORCESTER,15643,13704,5223,443
2009,07,ALLEGANY,16785,19367,4790,471
2009,07,ANNE ARUNDEL,143824,117493,56653,89
2009,07,BALTIMORE CITY,290218,31578,37445,1374
2009,07,BALTIMORE CO.,291632,127572,59761,5885
2009,07,CALVERT,22841,21460,8987,536
2009,07,CAROLINE,7572,7125,2795,85
2009,07,CARROLL,33959,53004,15597,31
2009,07,CECIL,24002,21806,10252,765
2009,07,CHARLES,48054,24574,12220,573
2009,07,DORCHESTER,10253,6758,2006,157
2009,07,FREDERICK,51259,55909,24200,37
2009,07,GARRETT,5058,10934,1556,206
2009,07,HARFORD,63492,61596,20433,671
2009,07,HOWARD,84450,54176,30762,1860
2009,07,KENT,6198,4278,1485,125
2009,07,MONTGOMERY,318810,123746,109736,2571
2009,07,PR. GEORGE'S,396070,46769,36824,26475
2009,07,QUEEN ANNE'S,11477,13874,4058,230
2009,07,ST. MARY'S,25086,22651,9671,579
2009,07,SOMERSET,7304,4048,1391,107
2009,07,TALBOT,10224,10886,3416,318
2009,07,WASHINGTON,32090,36458,12609,926
2009,07,WICOMICO,24850,19107,7304,564
2009,07,WORCESTER,15416,13158,4753,458
2015,01,ALLEGANY,14944,20259,6633,373
2015,01,ANNE ARUNDEL,147169,125374,76946,358
2015,01,BALTIMORE CITY,287728,29707,45280,1322
2015,01,BALTIMORE CO.,298255,133060,86018,4785
2015,01,CALVERT,22750,23708,11900,447
2015,01,CAROLINE,6833,7852,3409,141
2015,01,CARROLL,31101,59832,21856,851
2015,01,CECIL,22314,24541,13618,647
2015,01,CHARLES,59251,24489,16580,530
2015,01,DORCHESTER,10085,7239,2644,116
2015,01,FREDERICK,54559,61700,34714,191
2015,01,GARRETT,4597,12125,2413,186
2015,01,HARFORD,61604,68933,30777,1179
2015,01,HOWARD,93050,55226,43588,2114
2015,01,KENT,5967,4534,1943,127
2015,01,MONTGOMERY,359436,122174,150720,3904
2015,01,PR. GEORGE'S,429112,41564,59955,14338
2015,01,QUEEN ANNE'S,10896,16069,6097,193
2015,01,ST. MARY'S,24844,26080,12948,441
2015,01,SOMERSET,6318,4793,1683,94
2015,01,TALBOT,9607,11229,4524,216
2015,01,WASHINGTON,31540,39012,18105,338
2015,01,WICOMICO,24655,20524,9927,501
2015,01,WORCESTER,14263,14531,6366,347
2018,05,ALLEGANY,13772,21447,7220,291
2018,05,ANNE ARUNDEL,161365,135191,83945,1255
2018,05,BALTIMORE CITY,302321,30851,46472,1694
2018,05,BALTIMORE CO.,307754,142558,91922,4503
2018,05,CALVERT,23579,27023,13408,383
2018,05,CAROLINE,6816,9294,3858,117
2018,05,CARROLL,32263,63407,24247,824
2018,05,CECIL,21406,27989,14266,551
2018,05,CHARLES,67231,25096,18238,500
2018,05,DORCHESTER,9929,8142,3023,103
2018,05,FREDERICK,63040,66681,39017,336
2018,05,GARRETT,4236,12783,2491,132
2018,05,HARFORD,64333,77545,35119,1115
2018,05,HOWARD,106347,55840,48018,1817
2018,05,KENT,5998,4726,2067,104
2018,05,MONTGOMERY,381727,114150,143315,4680
2018,05,PR. GEORGE'S,452688,40792,67644,11532
2018,05,QUEEN ANNE'S,10707,17817,6625,182
2018,05,ST. MARY'S,25675,29527,14420,410
2018,05,SOMERSET,5883,5245,1825,73
2018,05,TALBOT,10120,11618,4872,187
2018,05,WASHINGTON,32102,42487,19402,481
2018,05,WICOMICO,26526,22811,11029,435
2018,05,WORCESTER,14055,16745,6968,291
2022,11,ALLEGANY,11899,23004,8482,383
2022,11,ANNE ARUNDEL,176322,131352,99218,3026
2022,11,BALTIMORE CITY,305971,28368,57504,4008
2022,11,BALTIMORE CO.,312409,138517,109230,5976
2022,11,CALVERT,24159,28314,15603,554
2022,11,CAROLINE,6338,10708,4602,164
2022,11,CARROLL,33934,64548,28980,1038
2022,11,CECIL,20896,32428,16777,680
2022,11,CHARLES,75233,23536,22336,861
2022,11,DORCHESTER,9661,9059,3831,190
2022,11,FREDERICK,78067,69279,49629,1100
2022,11,GARRETT,3734,13755,2849,156
2022,11,HARFORD,65978,81112,42015,1662
2022,11,HOWARD,122784,49466,57880,2001
2022,11,KENT,5913,5274,2619,113
2022,11,MONTGOMERY,416702,98558,162053,5577
2022,11,PR. GEORGE'S,466379,37977,87010,10824
2022,11,QUEEN ANNE'S,11244,19877,8148,304
2022,11,ST. MARY'S,25852,32326,17212,662
2022,11,SOMERSET,5615,6065,2320,116
2022,11,TALBOT,10968,11848,5781,221
2022,11,WASHINGTON,31819,44518,22480,869
2022,11,WICOMICO,27045,24205,13827,669
2022,11,WORCESTER,13954,19346,8544,460
2017,04,ALLEGANY,14290,21429,6990,312
2017,04,ANNE ARUNDEL,160274,136570,81617,1090
2017,04,BALTIMORE CITY,306722,31939,45489,1575
2017,04,BALTIMORE CO.,309624,144447,89425,4454
2017,04,CALVERT,23801,26395,12954,392
2017,04,CAROLINE,6915,9122,3729,123
2017,04,CARROLL,32389,63649,23476,829
2017,04,CECIL,21762,27638,13716,552
2017,04,CHARLES,65503,26004,17736,476
2017,04,DORCHESTER,10058,7982,2915,106
2017,04,FREDERICK,61450,66501,37353,286
2017,04,GARRETT,4366,12727,2390,143
2017,04,HARFORD,64180,77101,33786,1109
2017,04,HOWARD,105031,57146,46062,1859
2017,04,KENT,6085,4737,2030,109
2017,04,MONTGOMERY,386404,120419,144052,4808
2017,04,PR. GEORGE'S,457062,42531,65122,11927
2017,04,QUEEN ANNE'S,10774,17709,6507,177
2017,04,ST. MARY'S,25601,29385,13808,402
2017,04,SOMERSET,6003,5168,1760,72
2017,04,TALBOT,10071,11789,4842,195
2017,04,WASHINGTON,32030,42396,18713,435
2017,04,WICOMICO,26594,22808,10641,429
2017,04,WORCESTER,14356,16508,6925,297
2020,08,ALLEGANY,12810,22280,7611,396
2020,08,ANNE ARUNDEL,172351,134426,89461,2752
2020,08,BALTIMORE CITY,306606,29194,50385,3085
2020,08,BALTIMORE CO.,310266,141048,99694,5971
2020,08,CALVERT,24356,27841,14139,579
2020,08,CAROLINE,6603,9895,4164,166
2020,08,CARROLL,33472,63902,25808,1097
2020,08,CECIL,21424,30261,15043,729
2020,08,CHARLES,71916,24399,19605,743
2020,08,DORCHESTER,9740,8609,3316,150
2020,08,FREDERICK,71364,68459,42873,770
2020,08,GARRETT,4009,13233,2599,151
2020,08,HARFORD,65878,79561,37847,1566
2020,08,HOWARD,117487,52849,51551,2166
2020,08,KENT,5953,4913,2270,121
2020,08,MONTGOMERY,402917,105279,145837,6376
2020,08,PR. GEORGE'S,468783,39314,75670,11768
2020,08,QUEEN ANNE'S,11014,18791,7126,287
2020,08,ST. MARY'S,26061,30105,15395,607
2020,08,SOMERSET,5667,5607,2026,95
2020,08,TALBOT,10635,11632,5080,265
2020,08,WASHINGTON,32592,43576,20443,901
2020,08,WICOMICO,26769,23425,12202,635
2020,08,WORCESTER,13947,17970,7508,425
2021,07,ALLEGANY,12403,22556,7988,407
2021,07,ANNE ARUNDEL,175352,131971,94008,2851
2021,07,BALTIMORE CITY,307215,29004,53819,3652
2021,07,BALTIMORE CO.,313859,140010,103752,6093
2021,07,CALVERT,24204,27484,14795,574
2021,07,CAROLINE,6539,10210,4409,173
2021,07,CARROLL,33866,63656,27446,1100
2021,07,CECIL,21276,31252,15884,741
2021,07,CHARLES,73404,23987,20810,823
2021,07,DORCHESTER,9751,8801,3522,174
2021,07,FREDERICK,74282,67905,45845,918
2021,07,GARRETT,3877,13484,2681,161
2021,07,HARFORD,66068,79331,39693,1593
2021,07,HOWARD,120458,50681,54509,2026
2021,07,KENT,5930,5055,2449,118
2021,07,MONTGOMERY,411743,101116,153564,5845
2021,07,PR. GEORGE'S,470145,38258,80684,11100
2021,07,QUEEN ANNE'S,11133,19102,7658,305
2021,07,ST. MARY'S,26442,30720,16320,621
2021,07,SOMERSET,5663,5818,2209,99
2021,07,TALBOT,10861,11693,5443,271
2021,07,WASHINGTON,32013,43807,21106,860
2021,07,WICOMICO,27229,23693,12862,664
2021,07,WORCESTER,14028,18404,7968,489
2018,09,ALLEGANY,13663,21643,7265,295
2018,09,ANNE ARUNDEL,162981,135621,84524,1352
2018,09,BALTIMORE CITY,304930,30776,47023,1749
2018,09,BALTIMORE CO.,311012,143282,92838,4541
2018,09,CALVERT,23847,27662,13539,377
2018,09,CAROLINE,6828,9465,3879,114
2018,09,CARROLL,32514,63781,24442,821
2018,09,CECIL,21501,28444,14420,559
2018,09,CHARLES,68493,25077,18390,506
2018,09,DORCHESTER,9966,8219,3043,107
2018,09,FREDERICK,64942,67637,39911,348
2018,09,GARRETT,4204,12866,2519,131
2018,09,HARFORD,64963,78516,35711,1111
2018,09,HOWARD,108681,55799,48833,1814
2018,09,KENT,6031,4802,2094,102
2018,09,MONTGOMERY,391412,113905,144643,4747
2018,09,PR. GEORGE'S,457480,40484,68243,11319
2018,09,QUEEN ANNE'S,10851,18074,6666,175
2018,09,ST. MARY'S,25769,29748,14678,411
2018,09,SOMERSET,5904,5329,1839,74
2018,09,TALBOT,10291,11631,4896,200
2018,09,WASHINGTON,32306,42744,19526,523
2018,09,WICOMICO,26626,22990,11243,429
2018,09,WORCESTER,14101,17162,7003,316
2006,11,ALLEGANY,16968,19745,4299,432
2006,11,ANNE ARUNDEL,135125,119317,53862,77
2006,11,BALTIMORE CITY,264333,31745,34032,961
2006,11,BALTIMORE CO.,270861,126205,53460,5780
2006,11,CALVERT,20855,21339,8065,492
2006,11,CAROLINE,6919,6670,2436,141
2006,11,CARROLL,32899,52426,14031,14
2006,11,CECIL,22202,20599,8977,701
2006,11,CHARLES,39102,25943,11810,902
2006,11,DORCHESTER,9652,6636,1851,183
2006,11,FREDERICK,46342,57474,22716,53
2006,11,GARRETT,5122,11095,1361,200
2006,11,HARFORD,59632,58931,17728,264
2006,11,HOWARD,76791,55687,29585,1717
2006,11,KENT,6079,4320,1433,127
2006,11,MONTGOMERY,275518,125233,104472,1134
2006,11,PR. GEORGE'S,329369,48963,27716,34919
2006,11,QUEEN ANNE'S,10891,13302,3754,236
2006,11,ST. MARY'S,22555,21106,8280,579
2006,11,SOMERSET,7060,4014,1315,101
2006,11,TALBOT,10231,11351,3529,325
2006,11,WASHINGTON,30597,36710,11427,942
2006,11,WICOMICO,23140,18980,6991,590
2006,11,WORCESTER,15468,13212,4708,441
2023,11,ALLEGANY,11421,22871,8833,565
2023,11,ANNE ARUNDEL,174751,129055,102876,4235
2023,11,BALTIMORE CITY,297915,28007,60503,5815
2023,11,BALTIMORE CO.,308400,136180,114541,7766
2023,11,CALVERT,23652,27880,16046,721
2023,11,CAROLINE,6145,10653,4795,256
2023,11,CARROLL,33439,63313,29885,1331
2023,11,CECIL,20433,32545,17472,933
2023,11,CHARLES,74852,22818,23429,1197
2023,11,DORCHESTER,9563,9131,4082,259
2023,11,FREDERICK,77600,67508,51602,1724
2023,11,GARRETT,3659,13757,3000,202
2023,11,HARFORD,64892,80116,43558,2201
2023,11,HOWARD,121628,47950,60097,2477
2023,11,KENT,5793,5241,2726,146
2023,11,MONTGOMERY,408314,96402,165771,7114
2023,11,PR. GEORGE'S,455880,37646,93328,12425
2023,11,QUEEN ANNE'S,11118,19919,8627,389
2023,11,ST. MARY'S,25029,31690,17426,833
2023,11,SOMERSET,5509,6112,2431,162
2023,11,TALBOT,10690,11676,5911,275
2023,11,WASHINGTON,31087,44028,23201,1134
2023,11,WICOMICO,26470,23933,14332,893
2023,11,WORCESTER,13673,19377,8904,569
2009,06,ALLEGANY,16931,19451,4858,475
2009,06,ANNE ARUNDEL,144242,117861,56728,90
2009,06,BALTIMORE CITY,291433,31725,37629,1386
2009,06,BALTIMORE CO.,291940,127762,59689,5908
2009,06,CALVERT,22833,21465,8970,536
2009,06,CAROLINE,7576,7127,2798,89
2009,06,CARROLL,33958,52983,15567,31
2009,06,CECIL,24168,21941,10313,777
2009,06,CHARLES,47966,24599,12186,577
2009,06,DORCHESTER,10257,6760,2003,159
2009,06,FREDERICK,51209,55941,24206,35
2009,06,GARRETT,5053,10928,1551,206
2009,06,HARFORD,63637,61630,20427,677
2009,06,HOWARD,84456,54244,30803,1889
2009,06,KENT,6211,4292,1486,125
2009,06,MONTGOMERY,317938,123690,109448,2582
2009,06,PR. GEORGE'S,395569,46766,36739,26513
2009,06,QUEEN ANNE'S,11502,13935,4070,231
2009,06,ST. MARY'S,25193,22758,9682,587
2009,06,SOMERSET,7340,4063,1401,107
2009,06,TALBOT,10223,10877,3410,320
2009,06,WASHINGTON,32419,36783,12807,946
2009,06,WICOMICO,24886,19145,7306,566
2009,06,WORCESTER,15396,13122,4740,460
2012,09,ALLEGANY,15410,19771,5764,399
2012,09,ANNE ARUNDEL,145927,123452,69266,259
2012,09,BALTIMORE CITY,298630,32338,44433,1442
2012,09,BALTIMORE CO.,290721,130483,72290,5857
2012,09,CALVERT,22777,22924,10760,526
2012,09,CAROLINE,7035,7500,3004,134
2012,09,CARROLL,32278,55985,18470,953
2012,09,CECIL,23792,23954,12402,739
2012,09,CHARLES,54216,24928,15138,554
2012,09,DORCHESTER,10136,7010,2337,123
2012,09,FREDERICK,53457,60129,30317,90
2012,09,GARRETT,4670,11446,2015,196
2012,09,HARFORD,62216,66430,25704,1165
2012,09,HOWARD,87990,55414,37089,2527
2012,09,KENT,5981,4499,1667,138
2012,09,MONTGOMERY,337239,123352,133769,3024
2012,09,PR. GEORGE'S,432355,46601,53204,19569
2012,09,QUEEN ANNE'S,11103,14969,5100,200
2012,09,ST. MARY'S,24610,25124,11502,460
2012,09,SOMERSET,6999,4537,1642,117
2012,09,TALBOT,9710,10802,3893,263
2012,09,WASHINGTON,31228,38036,15679,290
2012,09,WICOMICO,24952,20343,9014,659
2012,09,WORCESTER,14802,14208,5898,376
2010,05,ALLEGANY,16622,19349,4825,455
2010,05,ANNE ARUNDEL,143897,117674,57047,85
2010,05,BALTIMORE CITY,287273,31413,37507,1324
2010,05,BALTIMORE CO.,286114,125061,58669,5571
2010,05,CALVERT,23007,21756,9169,511
2010,05,CAROLINE,7495,7140,2787,82
2010,05,CARROLL,33253,52647,15518,11
2010,05,CECIL,24183,22177,10530,750
2010,05,CHARLES,49240,24496,12429,563
2010,05,DORCHESTER,10260,6802,2053,154
2010,05,FREDERICK,51588,56383,24578,42
2010,05,GARRETT,5070,11040,1596,196
2010,05,HARFORD,62160,61210,20346,639
2010,05,HOWARD,84151,53705,30762,1754
2010,05,KENT,6158,4328,1498,126
2010,05,MONTGOMERY,317410,121529,109638,2503
2010,05,PR. GEORGE'S,397583,46259,38072,25642
2010,05,QUEEN ANNE'S,11086,13543,3942,218
2010,05,ST. MARY'S,24513,22441,9420,540
2010,05,SOMERSET,7311,4071,1412,107
2010,05,TALBOT,10048,10781,3349,303
2010,05,WASHINGTON,31169,35800,12443,50
2010,05,WICOMICO,24921,19233,7473,542
2010,05,WORCESTER,15454,13384,4824,450
2007,06,ALLEGANY,16703,19468,4397,441
2007,06,ANNE ARUNDEL,137092,120292,55719,166
2007,06,BALTIMORE CITY,261886,31679,34724,1045
2007,06,BALTIMORE CO.,266737,123904,53380,5665
2007,06,CALVERT,20427,20520,7893,510
2007,06,CAROLINE,6700,6449,2300,133
2007,06,CARROLL,32126,50952,13709,35
2007,06,CECIL,22461,20691,9214,726
2007,06,CHARLES,38045,24343,11306,924
2007,06,DORCHESTER,9437,6553,1885,187
2007,06,FREDERICK,45641,55605,22351,47
2007,06,GARRETT,4825,10568,1286,194
2007,06,HARFORD,58844,58235,17746,385
2007,06,HOWARD,73733,52738,28178,1745
2007,06,KENT,5896,4212,1426,128
2007,06,MONTGOMERY,279523,125159,106956,1673
2007,06,PR. GEORGE'S,329084,47984,29159,33698
2007,06,QUEEN ANNE'S,10861,13201,3761,236
2007,06,ST. MARY'S,21720,20100,7921,547
2007,06,SOMERSET,7048,4011,1359,107
2007,06,TALBOT,10056,11149,3497,326
2007,06,WASHINGTON,29679,35556,11196,967
2007,06,WICOMICO,22967,18859,7040,592
2007,06,WORCESTER,14761,12635,4442,421
2017,12,nan,0,0,0,0
2017,12,nan,0,0,0,0
2017,12,nan,0,0,0,0
2017,12,nan,0,0,0,0
2017,12,nan,0,0,0,0
2017,12,nan,0,0,0,0
2017,12,nan,0,0,0,0
2017,12,nan,0,0,0,0
2017,12,nan,0,0,0,0
2017,12,nan,0,0,0,0
2017,12,nan,0,0,0,0
2017,12,nan,0,0,0,0
2017,12,nan,0,0,0,0
2017,12,nan,0,0,0,0
2017,12,nan,0,0,0,0
2017,12,nan,0,0,0,0
2017,12,nan,0,0,0,0
2017,12,nan,0,0,0,0
2017,12,nan,0,0,0,0
2017,12,nan,0,0,0,0
2017,12,nan,0,0,0,0
2017,12,nan,0,0,0,0
2017,12,nan,0,0,0,0
2017,12,nan,0,0,0,0
2017,12,nan,0,0,0,0
2017,12,nan,0,0,0,0
2023,12,ALLEGANY,11419,22883,8863,566
2023,12,ANNE ARUNDEL,174797,129227,103379,4255
2023,12,BALTIMORE CITY,297787,28107,60868,5836
2023,12,BALTIMORE CO.,308433,136406,115267,7785
2023,12,CALVERT,23656,27934,16148,723
2023,12,CAROLINE,6132,10672,4814,257
2023,12,CARROLL,33418,63354,29948,1338
2023,12,CECIL,20396,32651,17601,935
2023,12,CHARLES,74908,22817,23548,1194
2023,12,DORCHESTER,9544,9142,4117,258
2023,12,FREDERICK,77654,67582,51889,1738
2023,12,GARRETT,3650,13754,3025,200
2023,12,HARFORD,64916,80227,43778,2210
2023,12,HOWARD,121649,48013,60408,2494
2023,12,KENT,5790,5252,2738,148
2023,12,MONTGOMERY,407955,96472,166230,7139
2023,12,PR. GEORGE'S,455749,37729,93831,12423
2023,12,QUEEN ANNE'S,11133,19976,8676,394
2023,12,ST. MARY'S,25091,31776,17539,839
2023,12,SOMERSET,5498,6104,2443,161
2023,12,TALBOT,10703,11670,5947,279
2023,12,WASHINGTON,31092,44068,23315,1136
2023,12,WICOMICO,26481,23975,14421,900
2023,12,WORCESTER,13666,19409,8946,569
2021,12,ALLEGANY,12204,22640,8118,401
2021,12,ANNE ARUNDEL,175493,131026,95699,2896
2021,12,BALTIMORE CITY,304968,28558,54674,3724
2021,12,BALTIMORE CO.,310830,138361,104414,6076
2021,12,CALVERT,24162,27413,15185,568
2021,12,CAROLINE,6490,10208,4488,165
2021,12,CARROLL,33818,63599,27965,1094
2021,12,CECIL,21115,31376,16237,713
2021,12,CHARLES,73705,23579,21237,834
2021,12,DORCHESTER,9693,8870,3642,176
2021,12,FREDERICK,75152,67722,47095,964
2021,12,GARRETT,3836,13538,2762,160
2021,12,HARFORD,65891,79207,40457,1615
2021,12,HOWARD,120796,49798,55518,2048
2021,12,KENT,5869,5090,2526,113
2021,12,MONTGOMERY,410606,99689,155764,5878
2021,12,PR. GEORGE'S,467110,37767,82287,11086
2021,12,QUEEN ANNE'S,11124,19258,7850,307
2021,12,ST. MARY'S,26312,30758,16669,636
2021,12,SOMERSET,5601,5843,2230,107
2021,12,TALBOT,10856,11605,5550,267
2021,12,WASHINGTON,31826,43860,21631,884
2021,12,WICOMICO,27073,23672,13151,671
2021,12,WORCESTER,14008,18625,8176,488
2015,07,nan,0,0,0,0
2015,07,nan,0,0,0,0
2015,07,nan,0,0,0,0
2015,07,nan,0,0,0,0
2015,07,nan,0,0,0,0
2015,07,nan,0,0,0,0
2015,07,nan,0,0,0,0
2015,07,nan,0,0,0,0
2015,07,nan,0,0,0,0
2015,07,nan,0,0,0,0
2015,07,nan,0,0,0,0
2015,07,nan,0,0,0,0
2015,07,nan,0,0,0,0
2015,07,nan,0,0,0,0
2015,07,nan,0,0,0,0
2015,07,nan,0,0,0,0
2015,07,nan,0,0,0,0
2015,07,nan,0,0,0,0
2015,07,nan,0,0,0,0
2015,07,nan,0,0,0,0
2015,07,nan,0,0,0,0
2015,07,nan,0,0,0,0
2015,07,nan,0,0,0,0
2015,07,nan,0,0,0,0
2015,07,nan,0,0,0,0
2015,07,nan,0,0,0,0
2011,04,ALLEGANY,16364,19773,5452,432
2011,04,ANNE ARUNDEL,143983,120210,62472,164
2011,04,BALTIMORE CITY,291011,32192,41121,1365
2011,04,BALTIMORE CO.,279396,124962,63173,5308
2011,04,CALVERT,22410,21887,9702,496
2011,04,CAROLINE,7065,7283,2815,108
2011,04,CARROLL,32523,53892,16433,772
2011,04,CECIL,24170,22791,11375,843
2011,04,CHARLES,52227,25089,14187,585
2011,04,DORCHESTER,10077,6879,2183,143
2011,04,FREDERICK,50969,56983,26429,51
2011,04,GARRETT,4789,11186,1757,181
2011,04,HARFORD,61668,63441,22770,755
2011,04,HOWARD,85255,54572,34276,1817
2011,04,KENT,5928,4337,1553,128
2011,04,MONTGOMERY,324868,122552,124142,632
2011,04,PR. GEORGE'S,407615,46528,44857,22063
2011,04,QUEEN ANNE'S,11146,14295,4475,205
2011,04,ST. MARY'S,24281,23470,10300,503
2011,04,SOMERSET,7111,4374,1551,119
2011,04,TALBOT,10160,11082,3684,318
2011,04,WASHINGTON,30737,36684,14169,89
2011,04,WICOMICO,25063,19863,8257,663
2011,04,WORCESTER,15117,13671,5213,408
2020,12,ALLEGANY,12828,22965,7890,402
2020,12,ANNE ARUNDEL,177399,137631,92962,2750
2020,12,BALTIMORE CITY,315251,30592,53813,3426
2020,12,BALTIMORE CO.,318162,144963,102985,5896
2020,12,CALVERT,24493,28211,14382,571
2020,12,CAROLINE,6625,10281,4307,169
2020,12,CARROLL,34014,65182,26614,1063
2020,12,CECIL,21770,31602,15544,728
2020,12,CHARLES,74001,25124,20551,778
2020,12,DORCHESTER,9949,8944,3458,152
2020,12,FREDERICK,74245,70205,44745,840
2020,12,GARRETT,3990,13689,2682,156
2020,12,HARFORD,66906,81149,38892,1554
2020,12,HOWARD,121460,53526,53977,2046
2020,12,KENT,6023,5082,2357,118
2020,12,MONTGOMERY,418912,107346,151970,5760
2020,12,PR. GEORGE'S,478934,40339,79350,11099
2020,12,QUEEN ANNE'S,11248,19478,7421,284
2020,12,ST. MARY'S,26873,31510,16151,615
2020,12,SOMERSET,5771,5832,2107,95
2020,12,TALBOT,10864,11861,5313,253
2020,12,WASHINGTON,32760,44868,20861,867
2020,12,WICOMICO,27614,24059,12664,661
2020,12,WORCESTER,14278,18735,7816,460
2016,11,ALLEGANY,14588,21315,6981,325
2016,11,ANNE ARUNDEL,160939,137540,81015,1012
2016,11,BALTIMORE CITY,312016,32672,46052,1565
2016,11,BALTIMORE CO.,311193,145041,89576,4527
2016,11,CALVERT,23812,26411,12822,398
2016,11,CAROLINE,6913,8945,3661,133
2016,11,CARROLL,32750,63717,23188,843
2016,11,CECIL,22713,27991,14025,577
2016,11,CHARLES,65338,26528,17571,507
2016,11,DORCHESTER,10354,7977,2959,110
2016,11,FREDERICK,61823,67087,37209,285
2016,11,GARRETT,4452,12683,2412,153
2016,11,HARFORD,64854,76840,33273,1161
2016,11,HOWARD,104847,57883,45509,1910
2016,11,KENT,6150,4762,2007,116
2016,11,MONTGOMERY,390523,123149,145263,4793
2016,11,PR. GEORGE'S,459756,43443,64609,12335
2016,11,QUEEN ANNE'S,10917,17625,6415,183
2016,11,ST. MARY'S,26107,29675,14008,426
2016,11,SOMERSET,6152,5155,1747,83
2016,11,TALBOT,10110,11764,4822,197
2016,11,WASHINGTON,32598,42618,18800,410
2016,11,WICOMICO,26521,22658,10652,442
2016,11,WORCESTER,14522,16442,6888,314
2018,04,ALLEGANY,13783,21365,7194,298
2018,04,ANNE ARUNDEL,160971,134849,83725,1253
2018,04,BALTIMORE CITY,300968,30883,46110,1671
